ID,Visitor ID,Start Time,Channel,Source,Utm Source,Utm Term,Utm Campaign
27797,1945609458,2019-03-01T16:30:06,organic,yandex.ru,,,
27798,1941400184,2019-03-01T16:30:08,internal,ovchinnikova.com,,,
27799,1945615866,2019-03-01T16:33:13,organic,www.google.com,,,
27800,1945617060,2019-03-01T16:33:45,organic,www.google.ru,,,
27801,1945628236,2019-03-01T16:39:08,organic,go.mail.ru,,,
27802,1945634660,2019-03-01T16:42:16,organic,www.google.com,,,
27803,1945642610,2019-03-01T16:46:15,direct,,,,
27804,1945646436,2019-03-01T16:48:08,organic,yandex.ru,,,
27805,1945655960,2019-03-01T16:52:51,organic,go.mail.ru,,,
27806,1945657436,2019-03-01T16:53:30,internal,ovchinnikova.com,,,
27807,1945663020,2019-03-01T16:56:12,organic,go.mail.ru,,,
27808,1945663700,2019-03-01T16:56:33,organic,go.mail.ru,,,
27809,1945669768,2019-03-01T16:59:34,organic,www.google.com,,,
27810,1945670940,2019-03-01T17:00:09,organic,www.google.com,,,
27811,1945682184,2019-03-01T17:05:46,organic,yandex.ru,,,
27812,1945682284,2019-03-01T17:05:49,internal,ovchinnikova.com,,,
27813,1945693622,2019-03-01T17:11:32,organic,yandex.ru,,,
27814,1893911932,2019-03-01T17:15:12,organic,yandex.ru,,,
27815,1945722008,2019-03-01T17:25:53,organic,yandex.ru,,,
27816,1945723080,2019-03-01T17:26:27,organic,www.google.com,,,
27817,1945723826,2019-03-01T17:26:48,organic,www.google.ru,,,
27818,1945727648,2019-03-01T17:28:51,organic,yandex.ru,,,
27819,1440490352,2019-03-01T17:32:12,direct,,,,
27820,1936848558,2019-03-01T17:38:37,organic,www.google.com,,,
27821,1945754890,2019-03-01T17:42:53,organic,www.google.com,,,
27822,1945762916,2019-03-01T17:46:59,organic,www.google.com,,,
27823,1945766268,2019-03-01T17:48:40,organic,go.mail.ru,,,
27824,1945775434,2019-03-01T17:53:22,organic,yandex.ru,,,
27825,1945783642,2019-03-01T17:57:47,organic,yandex.ru,,,
27826,1945785264,2019-03-01T17:58:42,organic,www.google.com,,,
27827,1945790166,2019-03-01T18:01:22,organic,www.google.com,,,
27828,1945792280,2019-03-01T18:02:32,organic,www.google.com,,,
27829,1945795850,2019-03-01T18:04:24,internal,stepanov.com,,,
27830,1945814110,2019-03-01T18:13:54,organic,www.google.ru,,,
27831,1335089730,2019-03-01T18:17:42,direct,,,,
27832,1945836558,2019-03-01T18:25:38,internal,stepanov.com,,,
27833,1945838528,2019-03-01T18:26:46,direct,,,,
27834,1945842222,2019-03-01T18:28:47,internal,ovchinnikova.com,,,
27835,1945848622,2019-03-01T18:32:13,organic,yandex.ru,,,
27836,1945856870,2019-03-01T18:36:40,organic,www.google.ru,,,
27837,1945880006,2019-03-01T18:48:55,organic,www.google.com,,,
27838,1945930164,2019-03-01T19:15:45,organic,www.google.com,,,
27839,1945939630,2019-03-01T19:20:55,organic,www.google.ru,,,
27840,1945965940,2019-03-01T19:35:28,organic,www.google.com,,,
27841,1945981934,2019-03-01T19:44:21,organic,yandex.ru,,,
27842,1945985860,2019-03-01T19:46:32,organic,www.google.com,,,
27843,1938558786,2019-03-01T19:47:15,organic,yandex.ru,,,
27844,1469696082,2019-03-01T19:49:58,organic,www.google.com,,,
27845,1946003280,2019-03-01T19:56:07,organic,yandex.ru,,,
27846,1946003568,2019-03-01T19:56:16,organic,yandex.ru,,,
27847,1946009028,2019-03-01T19:59:23,organic,www.google.com,,,
27848,1946012806,2019-03-01T20:01:28,organic,yandex.ru,,,
27849,1594606698,2019-03-01T20:10:55,organic,yandex.ru,,,
27850,1946043932,2019-03-01T20:19:01,organic,www.google.com,,,
27851,1946044864,2019-03-01T20:19:35,organic,go.mail.ru,,,
27852,1946047738,2019-03-01T20:21:13,direct,,,,
27853,1946057346,2019-03-01T20:26:24,organic,www.google.com,,,
27854,1946063380,2019-03-01T20:29:45,organic,www.google.com,,,
27855,1945848622,2019-03-01T20:32:14,organic,yandex.ru,,,
27856,1946069972,2019-03-01T20:33:27,organic,www.google.com,,,
27857,1946074580,2019-03-01T20:35:58,organic,www.google.com,,,
27858,1946096460,2019-03-01T20:48:25,organic,yandex.ru,,,
27859,1946043932,2019-03-01T20:49:04,organic,www.google.com,,,
27860,1946103878,2019-03-01T20:52:33,organic,yandex.ru,,,
27861,1848788968,2019-03-01T20:57:10,organic,www.google.com,,,
27862,1946118928,2019-03-01T21:00:57,organic,www.google.ru,,,
27863,1946119530,2019-03-01T21:01:19,organic,yandex.ru,,,
27864,1946137360,2019-03-01T21:12:10,organic,yandex.ru,,,
27865,1759651648,2019-03-01T21:13:22,organic,www.google.com,,,
27866,1946145118,2019-03-01T21:16:51,direct,,,,
27867,1471955250,2019-03-01T21:27:27,organic,yandex.ru,,,
27868,1946164666,2019-03-01T21:29:13,organic,go.mail.ru,,,
27869,1946193152,2019-03-01T21:47:30,organic,yandex.ru,,,
27870,1946203612,2019-03-01T21:54:32,organic,www.google.ru,,,
27871,1946206974,2019-03-01T21:56:37,organic,www.google.com,,,
27872,1946215602,2019-03-01T22:02:10,organic,yandex.ru,,,
27873,1946217198,2019-03-01T22:03:11,organic,yandex.ru,,,
27874,1463282940,2019-03-01T22:04:42,internal,ovchinnikova.com,,,
27875,1946222850,2019-03-01T22:06:53,organic,www.google.com,,,
27876,1946232130,2019-03-01T22:12:58,internal,stepanov.com,,,
27877,1938819532,2019-03-01T22:43:13,internal,ovchinnikova.com,,,
27878,1735009080,2019-03-01T22:44:23,organic,go.mail.ru,,,
27879,1946284146,2019-03-01T22:49:44,organic,go.mail.ru,,,
27880,1941559114,2019-03-01T22:50:35,internal,ovchinnikova.com,,,
27881,1946285778,2019-03-01T22:50:50,organic,www.google.co.il,,,
27882,1946285808,2019-03-01T22:50:51,organic,yandex.ru,,,
27883,1946287930,2019-03-01T22:52:18,organic,go.mail.ru,,,
27884,1946292624,2019-03-01T22:55:41,organic,www.google.com,,,
27885,1946303188,2019-03-01T23:03:58,direct,,,,
27886,1946308152,2019-03-01T23:07:56,direct,,,,
27887,1463282940,2019-03-01T23:11:03,internal,ovchinnikova.com,,,
27888,1929211536,2019-03-01T23:12:11,organic,www.google.ru,,,
27889,1946321958,2019-03-01T23:19:10,organic,yandex.ru,,,
27890,1946324452,2019-03-01T23:21:12,internal,ovchinnikova.com,,,
27891,1946324844,2019-03-01T23:21:31,organic,www.google.com,,,
27892,1946328570,2019-03-01T23:24:41,organic,yandex.ru,,,
27893,1946340360,2019-03-01T23:34:51,organic,www.google.com,,,
27894,1946343094,2019-03-01T23:37:17,organic,yandex.ru,,,
27895,1946347864,2019-03-01T23:41:49,organic,yandex.ru,,,
27896,1946348988,2019-03-01T23:42:55,organic,www.google.com,,,
27897,1946358318,2019-03-01T23:51:59,organic,www.google.ru,,,
27898,1931171332,2019-03-02T00:06:18,organic,yandex.ru,,,
27899,1946376036,2019-03-02T00:10:20,internal,stepanov.com,,,
27900,1946377986,2019-03-02T00:12:29,organic,www.google.com,,,
27901,1946388744,2019-03-02T00:25:26,organic,www.google.com,,,
27902,1946413140,2019-03-02T00:59:21,organic,www.google.com,,,
27903,1946432790,2019-03-02T01:34:06,organic,yandex.ru,,,
27904,1946448862,2019-03-02T02:10:01,organic,www.google.ru,,,
27905,1946449004,2019-03-02T02:10:23,organic,yandex.ru,,,
27906,1946452822,2019-03-02T02:20:27,organic,www.google.com,,,
27907,1946459180,2019-03-02T02:38:00,organic,www.google.com,,,
27908,1946461460,2019-03-02T02:44:48,organic,www.google.com,,,
27909,1946469132,2019-03-02T03:09:06,organic,www.google.com,,,
27910,1695082514,2019-03-02T03:11:13,internal,ovchinnikova.com,,,
27911,1946469858,2019-03-02T03:11:21,organic,www.google.com,,,
27912,1946471962,2019-03-02T03:18:02,organic,www.google.com,,,
27913,1946488806,2019-03-02T04:16:35,organic,www.google.com,,,
27914,1912474080,2019-03-02T04:29:36,organic,www.google.com,,,
27915,1946509856,2019-03-02T05:27:56,organic,yandex.ru,,,
27916,1946511060,2019-03-02T05:31:24,organic,www.google.com,,,
27917,1946515682,2019-03-02T05:44:25,organic,www.google.com,,,
27918,1946518734,2019-03-02T05:53:08,organic,www.google.com,,,
27919,1821430920,2019-03-02T06:30:20,organic,www.google.com,,,
27920,1946540590,2019-03-02T06:40:06,organic,www.google.com,,,
27921,1946561068,2019-03-02T07:12:58,organic,www.google.com,,,
27922,1946570862,2019-03-02T07:26:21,direct,,,,
27923,1946573538,2019-03-02T07:29:39,organic,www.google.com,,,
27924,1946574042,2019-03-02T07:30:23,organic,www.google.com,,,
27925,1499243024,2019-03-02T07:38:14,direct,,,,
27926,1946592458,2019-03-02T07:51:42,organic,yandex.ru,,,
27927,1946606844,2019-03-02T08:06:13,organic,www.google.com,,,
27928,1930050312,2019-03-02T08:23:48,organic,yandex.ru,,,
27929,1946644832,2019-03-02T08:39:25,organic,www.google.com,,,
27930,1946666820,2019-03-02T08:56:35,organic,www.google.com,,,
27931,1946667846,2019-03-02T08:57:23,organic,www.google.ru,,,
27932,1946678744,2019-03-02T09:04:59,organic,yandex.ru,,,
27933,1946694186,2019-03-02T09:14:51,organic,yandex.ru,,,
27934,1946697768,2019-03-02T09:17:14,organic,www.google.ru,,,
27935,1913996448,2019-03-02T09:17:48,organic,yandex.ru,,,
27936,1946704022,2019-03-02T09:21:22,internal,stepanov.com,,,
27937,1946711220,2019-03-02T09:26:04,organic,www.google.com,,,
27938,1946721542,2019-03-02T09:32:44,organic,www.google.com,,,
27939,1946678744,2019-03-02T09:50:04,organic,yandex.ru,,,
27940,1776757444,2019-03-02T10:11:27,organic,yandex.ru,,,
27941,1946791136,2019-03-02T10:14:50,organic,www.google.ru,,,
27942,1946819108,2019-03-02T10:30:49,organic,www.google.com,,,
27943,1943976998,2019-03-02T10:40:47,organic,go.mail.ru,,,
27944,1946836674,2019-03-02T10:41:05,organic,www.google.com,,,
27945,1946850276,2019-03-02T10:49:00,organic,www.google.com,,,
27946,1946851624,2019-03-02T10:49:49,organic,www.google.com,,,
27947,1946852692,2019-03-02T10:50:28,direct,,,,
27948,1946861712,2019-03-02T10:55:34,organic,www.google.ru,,,
27949,1946885780,2019-03-02T11:09:23,organic,yandex.ru,,,
27950,1946896270,2019-03-02T11:15:18,organic,www.google.ru,,,
27951,1946902090,2019-03-02T11:18:34,direct,,,,
27952,1946906704,2019-03-02T11:21:06,organic,www.yandex.ru,,,
27953,1946321958,2019-03-02T11:32:31,internal,ovchinnikova.com,,,
27954,1946930712,2019-03-02T11:34:41,organic,www.google.com,,,
27955,1946938442,2019-03-02T11:39:03,organic,www.google.com,,,
27956,1946944914,2019-03-02T11:42:35,organic,go.mail.ru,,,
27957,1924833472,2019-03-02T11:46:57,organic,www.google.com,,,
27958,1946979244,2019-03-02T12:01:41,organic,www.google.ru,,,
27959,1946988354,2019-03-02T12:06:44,internal,stepanov.com,,,
27960,1946997706,2019-03-02T12:11:47,organic,www.google.com,,,
27961,1946999036,2019-03-02T12:12:32,organic,www.google.com,,,
27962,1947006102,2019-03-02T12:16:21,organic,www.google.com,,,
27963,1947014932,2019-03-02T12:21:09,organic,go.mail.ru,,,
27964,1947025304,2019-03-02T12:26:57,organic,www.google.com,,,
27965,1696950632,2019-03-02T12:34:03,organic,yandex.ru,,,
27966,1947046008,2019-03-02T12:38:34,organic,www.google.ru,,,
27967,1947065154,2019-03-02T12:49:04,direct,,,,
27968,1947066910,2019-03-02T12:49:59,organic,yandex.ru,,,
27969,1947067260,2019-03-02T12:50:10,organic,yandex.ru,,,
27970,1947093364,2019-03-02T13:04:15,organic,yandex.ru,,,
27971,1947115692,2019-03-02T13:16:31,organic,yandex.ru,,,
27972,1943976998,2019-03-02T13:31:39,direct,,,,
27973,1947166218,2019-03-02T13:44:06,organic,www.google.com,,,
27974,1947177010,2019-03-02T13:50:01,organic,yandex.ru,,,
27975,1947181050,2019-03-02T13:52:16,organic,yandex.ru,,,
27976,1947198796,2019-03-02T14:02:09,organic,www.google.com,,,
27977,1947199286,2019-03-02T14:02:25,organic,www.google.com,,,
27978,1947205362,2019-03-02T14:05:43,organic,yandex.ru,,,
27979,1941400184,2019-03-02T14:13:07,internal,ovchinnikova.com,,,
27980,1943217374,2019-03-02T14:19:17,organic,www.google.com,,,
27981,1947245984,2019-03-02T14:27:38,organic,www.google.com,,,
27982,1825034194,2019-03-02T14:31:00,organic,yandex.ru,,,
27983,1947255222,2019-03-02T14:32:37,organic,www.google.com,,,
27984,1947255500,2019-03-02T14:32:48,organic,go.mail.ru,,,
27985,1463282940,2019-03-02T14:33:36,internal,ovchinnikova.com,,,
27986,1947259942,2019-03-02T14:35:11,organic,yandex.ru,,,
27987,1947275644,2019-03-02T14:43:47,organic,yandex.ru,,,
27988,1947276658,2019-03-02T14:44:18,organic,yandex.ru,,,
27989,1947285938,2019-03-02T14:49:32,organic,www.google.com,,,
27990,1938819532,2019-03-02T14:50:34,internal,ovchinnikova.com,,,
27991,1947295586,2019-03-02T14:54:49,organic,www.google.com,,,
27992,1947312134,2019-03-02T15:03:51,organic,yandex.ru,,,
27993,1947326628,2019-03-02T15:11:46,organic,www.google.ru,,,
27994,1947337346,2019-03-02T15:17:44,organic,yandex.ru,,,
27995,1947349300,2019-03-02T15:24:25,organic,www.google.com,,,
27996,1728366024,2019-03-02T15:29:07,internal,ovchinnikova.com,,,
27997,1947360610,2019-03-02T15:30:50,organic,www.google.com.ua,,,
27998,1947364336,2019-03-02T15:32:55,organic,yandex.ru,,,
27999,1947388140,2019-03-02T15:46:17,organic,www.google.ru,,,
28000,1946303188,2019-03-02T16:06:17,direct,,,,
28001,1947431098,2019-03-02T16:09:53,organic,www.google.com,,,
28002,1947437532,2019-03-02T16:13:23,organic,www.google.com,,,
28003,1947438654,2019-03-02T16:14:01,organic,yandex.ru,,,
28004,1947453938,2019-03-02T16:22:10,organic,www.google.ru,,,
28005,1947462214,2019-03-02T16:26:39,internal,ovchinnikova.com,,,
28006,1947463022,2019-03-02T16:27:06,organic,www.google.com,,,
28007,1947477918,2019-03-02T16:35:13,organic,go.mail.ru,,,
28008,1947478612,2019-03-02T16:35:38,organic,yandex.ru,,,
28009,1947481732,2019-03-02T16:37:18,organic,yandex.ru,,,
28010,1947508856,2019-03-02T16:52:17,organic,yandex.ru,,,
28011,1947527762,2019-03-02T17:02:50,organic,yandex.ru,,,
28012,1946461460,2019-03-02T17:11:00,organic,www.google.com,,,
28013,1947546956,2019-03-02T17:13:22,organic,www.google.ru,,,
28014,1947558222,2019-03-02T17:19:41,organic,yandex.ru,,,
28015,1947561020,2019-03-02T17:21:12,organic,www.google.com,,,
28016,1947567894,2019-03-02T17:25:04,organic,yandex.ru,,,
28017,1781614510,2019-03-02T17:28:07,organic,yandex.ru,,,
28018,1947573182,2019-03-02T17:28:08,organic,www.google.com,,,
28019,1947574592,2019-03-02T17:28:53,organic,yandex.ru,,,
28020,1947578850,2019-03-02T17:31:11,organic,go.mail.ru,,,
28021,1884320894,2019-03-02T17:35:07,organic,www.google.com,,,
28022,1924933324,2019-03-02T17:35:09,organic,yandex.ru,,,
28023,1947594614,2019-03-02T17:40:12,organic,go.mail.ru,,,
28024,1463282940,2019-03-02T17:44:43,internal,ovchinnikova.com,,,
28025,1947613076,2019-03-02T17:50:38,organic,www.google.com,,,
28026,1880954056,2019-03-02T17:54:57,organic,yandex.ru,,,
28027,1947623542,2019-03-02T17:56:36,organic,yandex.ru,,,
28028,1915067436,2019-03-02T17:59:26,organic,yandex.ru,,,
28029,1947650950,2019-03-02T18:12:36,organic,www.yandex.ru,,,
28030,1947652730,2019-03-02T18:13:35,internal,ovchinnikova.com,,,
28031,1947653116,2019-03-02T18:13:48,organic,www.yandex.ru,,,
28032,1947653790,2019-03-02T18:14:11,internal,ovchinnikova.com,,,
28033,1947656036,2019-03-02T18:15:26,internal,ovchinnikova.com,,,
